,timestamp,accX,accY,accZ,username
1,1574275395255,-2.604889,-6.895294,3.256119,user1
2,1574275395271,-0.689529,-8.772354,0.076614,user1
3,1574275395286,1.551437,-10.170563,-0.900223,user1
4,1574275395302,1.915359,-10.860092,-0.019150,user1
5,1574275395319,1.072601,-11.070786,1.091751,user1
6,1574275395334,0.019150,-10.228027,1.015137,user1
7,1574275395350,-0.536301,-9.576813,0.114929,user1
8,1574275395366,-0.804459,-9.615112,-0.019150,user1
9,1574275395382,-1.264145,-9.710876,0.459686,user1
10,1574275395398,-1.493988,-9.672577,0.248993,user1
11,1574275395413,-1.532288,-9.538498,0.325607,user1
12,1574275395430,-1.762131,-9.500198,0.344772,user1
13,1574275395446,-1.877060,-9.270355,-0.114929,user1
14,1574275395462,-1.436523,-9.136276,-0.248993,user1
15,1574275395477,-0.363922,-9.442734,-0.057465,user1
16,1574275395493,0.459686,-9.691727,-0.038315,user1
17,1574275395509,0.708679,-9.806656,-0.019150,user1
18,1574275395525,0.459686,-9.749191,-0.076614,user1
19,1574275395540,0.057465,-9.557648,-0.057465,user1
20,1574275395556,-0.229843,-9.500198,-0.095764,user1
21,1574275395572,-0.440536,-9.806656,-0.076614,user1
22,1574275395588,-0.478836,-9.864105,-0.095764,user1
23,1574275395604,-0.517151,-9.519348,-0.344772,user1
24,1574275395619,-0.421387,-9.730042,-0.440536,user1
25,1574275395636,-0.995987,-10.189728,-0.306458,user1
26,1574275395651,-1.187531,-10.055649,-0.306458,user1
27,1574275395667,-0.785294,-10.304642,-0.210693,user1
28,1574275395683,-0.095764,-10.591949,-0.459686,user1
29,1574275395699,0.823608,-10.113113,-0.498001,user1
30,1574275395714,1.302444,-9.979034,-0.076614,user1
31,1574275395730,0.900223,-10.228027,-0.287308,user1
32,1574275395746,0.632065,-10.745178,-0.976837,user1
33,1574275395762,0.785294,-11.300629,-1.244980,user1
34,1574275395778,1.091751,-11.798630,-1.436523,user1
35,1574275395793,1.436523,-12.258316,-1.436523,user1
36,1574275395810,1.130066,-12.028473,-2.126053,user1
37,1574275395825,0.861908,-11.702866,-3.256119,user1
38,1574275395842,1.359909,-11.607086,-2.930496,user1
39,1574275395857,1.704666,-11.434708,-2.126053,user1
40,1574275395873,1.015137,-11.358093,-1.589752,user1
41,1574275395889,-1.187531,-10.649414,-1.359909,user1
42,1574275395904,-2.930496,-9.691727,-1.647217,user1
43,1574275395921,-3.505112,-9.481033,-0.957687,user1
44,1574275395936,-1.532288,-9.461884,3.102890,user1
45,1574275395953,0.823608,-10.611099,2.183517,user1
46,1574275395968,3.026276,-11.817780,-1.570602,user1
47,1574275395984,2.930496,-13.273453,-3.351883,user1
48,1574275396000,1.379059,-12.947845,-1.896210,user1
49,1574275396016,0.421387,-10.745178,-0.134079,user1
50,1574275396031,-0.229843,-8.485046,0.287308,user1
51,1574275396047,-0.134079,-7.680603,-0.632065,user1
52,1574275396063,0.555450,-8.006210,-0.861908,user1
53,1574275396079,0.383072,-7.833832,-1.034302,user1
54,1574275396095,0.363922,-8.178589,-1.283295,user1
55,1574275396110,0.172379,-8.370132,-1.225830,user1
56,1574275396126,-0.306458,-8.370132,-1.225830,user1
57,1574275396142,-0.938522,-8.465897,-1.034302,user1
58,1574275396158,-1.417374,-8.178589,-0.957687,user1
59,1574275396174,-1.781281,-7.680603,-0.861908,user1
60,1574275396190,-1.991974,-7.508209,-0.746994,user1
61,1574275396206,-1.800446,-8.006210,-1.302444,user1
62,1574275396221,-1.053452,-9.059662,-2.011124,user1
63,1574275396238,-0.459686,-9.921570,-2.853882,user1
64,1574275396253,-0.612915,-10.055649,-4.156342,user1
65,1574275396269,-1.034302,-9.768341,-5.899307,user1
66,1574275396285,-0.229843,-9.021347,-5.841858,user1
67,1574275396301,0.861908,-8.236053,-5.018250,user1
68,1574275396316,1.628052,-8.044525,-3.754105,user1
69,1574275396332,2.375046,-8.446747,-1.781281,user1
70,1574275396348,2.796432,-9.117126,-1.091751,user1
71,1574275396364,2.336746,-10.074799,-2.853882,user1
72,1574275396380,2.202667,-10.745178,-5.248093,user1
73,1574275396396,2.413361,-10.036499,-6.608002,user1
74,1574275396412,1.991974,-8.734055,-6.435608,user1
75,1574275396428,2.030289,-8.197754,-4.673477,user1
76,1574275396444,1.838745,-9.404419,-2.489975,user1
77,1574275396459,1.206680,-14.346054,0.191544,user1
78,1574275396475,0.804459,-15.705963,4.060562,user1
79,1574275396490,-5.382172,-13.809753,0.440536,user1
80,1574275396507,-6.531387,-11.836929,-9.327805,user1
81,1574275396522,-2.087738,-9.404419,-11.013321,user1
82,1574275396538,-3.064575,-5.746078,5.018250,user1
83,1574275396554,-7.125137,-5.535400,9.749191,user1
84,1574275396570,-6.186615,-8.868118,1.474823,user1
85,1574275396585,0.689529,-10.017334,-0.114929,user1
86,1574275396601,5.918472,-11.473022,0.114929,user1
87,1574275396617,5.477936,-11.396408,1.474823,user1
88,1574275396633,0.440536,-10.208878,1.264145,user1
89,1574275396649,-2.375046,-8.810669,0.076614,user1
90,1574275396665,-2.738968,-8.887283,-1.915359,user1
91,1574275396681,-1.608902,-9.002197,-2.566589,user1
92,1574275396696,-0.632065,-9.538498,-1.417374,user1
93,1574275396713,-0.383072,-9.844955,-0.555450,user1
94,1574275396728,0.095764,-9.844955,-0.344772,user1
95,1574275396744,0.938522,-9.844955,-0.153229,user1
96,1574275396760,1.723831,-9.902420,0.057465,user1
97,1574275396776,1.647217,-9.864105,-0.325607,user1
98,1574275396792,1.225830,-9.691727,-0.517151,user1
99,1574275396808,0.804459,-9.672577,-0.344772,user1
100,1574275396824,0.555450,-9.825806,-0.057465,user1
101,1574275396840,0.459686,-9.921570,-0.114929,user1
102,1574275396856,0.229843,-9.787491,-0.363922,user1
103,1574275396871,0.076614,-9.691727,-0.268158,user1
104,1574275396886,-0.134079,-9.615112,-0.421387,user1
105,1574275396903,0.095764,-9.691727,-0.287308,user1
106,1574275396919,-0.172379,-9.595963,-0.038315,user1
107,1574275396934,-0.383072,-9.481033,-0.268158,user1
108,1574275396950,0.651230,-9.691727,-0.172379,user1
109,1574275396966,2.164352,-9.940720,0.689529,user1
110,1574275396982,2.375046,-10.457870,0.938522,user1
111,1574275396998,1.321594,-11.051636,0.517151,user1
112,1574275397013,0.134079,-11.319794,-0.191544,user1
113,1574275397029,-0.478836,-11.415558,-0.785294,user1
114,1574275397046,-0.421387,-11.702866,-1.206680,user1
115,1574275397061,0.287308,-11.626251,-1.513138,user1
116,1574275397076,1.091751,-11.300629,-1.244980,user1
117,1574275397093,1.302444,-11.147400,-1.532288,user1
118,1574275397109,1.225830,-11.070786,-1.589752,user1
119,1574275397125,0.555450,-11.070786,-1.398209,user1
120,1574275397141,-0.766144,-10.591949,-1.666367,user1
121,1574275397156,-1.915359,-9.730042,-2.183517,user1
122,1574275397172,-2.892197,-9.136276,-2.585739,user1
123,1574275397188,-3.907333,-8.810669,-2.566589,user1
124,1574275397203,-3.332733,-8.408432,-2.375046,user1
125,1574275397220,-1.838745,-8.906433,-1.800446,user1
126,1574275397235,0.287308,-9.959885,0.076614,user1
127,1574275397252,2.355896,-11.147400,-0.383072,user1
128,1574275397267,2.317581,-11.607086,-2.700653,user1
129,1574275397282,-0.440536,-10.936707,-4.596863,user1
130,1574275397298,-2.183517,-8.983047,-3.581726,user1
131,1574275397314,-1.666367,-7.757217,-2.202667,user1
132,1574275397331,-0.632065,-7.125137,-1.302444,user1
133,1574275397346,-0.172379,-7.201752,-1.321594,user1
134,1574275397362,-0.057465,-7.603989,-1.685516,user1
135,1574275397378,-0.153229,-7.948746,-2.375046,user1
136,1574275397394,-0.210693,-8.216904,-3.007111,user1
137,1574275397410,-0.114929,-8.389282,-3.160339,user1
138,1574275397425,-0.344772,-8.236053,-2.949661,user1
139,1574275397441,-0.727844,-7.776367,-2.624039,user1
140,1574275397457,-0.746994,-7.795517,-2.260132,user1
141,1574275397473,-0.459686,-8.523361,-2.355896,user1
142,1574275397489,-0.191544,-9.232040,-2.777267,user1
143,1574275397504,0.306458,-9.615112,-3.543411,user1
144,1574275397521,0.995987,-9.768341,-3.983948,user1
145,1574275397537,1.359909,-9.730042,-4.156342,user1
146,1574275397552,1.379059,-9.825806,-4.347870,user1
147,1574275397568,1.647217,-9.883270,-4.213791,user1
148,1574275397583,2.049438,-9.806656,-3.485962,user1
149,1574275397599,2.240967,-9.749191,-2.700653,user1
150,1574275397616,2.030289,-9.825806,-2.394196,user1
151,1574275397632,1.800446,-9.883270,-2.738968,user1
152,1574275397647,1.781281,-9.940720,-3.332733,user1
153,1574275397663,1.857895,-9.844955,-3.524261,user1
154,1574275397679,1.704666,-9.557648,-3.639191,user1
155,1574275397694,1.244980,-8.887283,-3.888184,user1
156,1574275397711,0.593765,-8.063675,-3.715805,user1
157,1574275397726,-0.134079,-7.623138,-2.834732,user1
158,1574275397743,-0.651230,-7.431595,-1.896210,user1
159,1574275397758,-1.130066,-7.910446,-1.436523,user1
160,1574275397774,-1.685516,-9.557648,-1.436523,user1
161,1574275397790,-2.049438,-12.583923,-1.723831,user1
162,1574275397806,-1.283295,-14.518433,-2.375046,user1
163,1574275397822,-0.746994,-15.112198,-2.738968,user1
164,1574275397837,-0.574615,-15.974121,-2.279282,user1
165,1574275397853,-0.268158,-13.350067,-1.762131,user1
166,1574275397869,-1.015137,-7.450760,-0.114929,user1
167,1574275397885,-1.972824,-3.734955,4.673477,user1
168,1574275397900,-3.658340,-4.175491,5.803543,user1
169,1574275397916,-5.554550,-8.140289,0.919373,user1
170,1574275397932,-2.394196,-10.515335,-1.130066,user1
171,1574275397948,0.651230,-11.511322,-0.172379,user1
172,1574275397964,1.972824,-11.319794,1.455673,user1
173,1574275397980,1.187531,-10.687714,2.298431,user1
174,1574275397995,-0.229843,-10.074799,1.723831,user1
175,1574275398012,-1.225830,-9.653427,0.248993,user1
176,1574275398027,-1.474823,-9.461884,-1.225830,user1
177,1574275398043,-0.861908,-9.710876,-1.149216,user1
178,1574275398059,-0.498001,-9.787491,-0.708679,user1
179,1574275398075,-0.287308,-9.538498,-0.172379,user1
180,1574275398090,-0.574615,-9.423584,0.229843,user1
181,1574275398107,-0.555450,-9.346970,0.114929,user1
182,1574275398122,-0.306458,-9.385269,-0.019150,user1
183,1574275398138,0.038315,-9.557648,-0.095764,user1
184,1574275398154,0.268158,-9.691727,-0.172379,user1
185,1574275398170,0.363922,-9.653427,0.019150,user1
186,1574275398186,0.402222,-9.500198,0.268158,user1
187,1574275398201,0.325607,-9.366119,0.402222,user1
188,1574275398217,0.210693,-9.289505,0.229843,user1
189,1574275398233,-0.038315,-9.653427,-0.019150,user1
190,1574275398249,-0.344772,-10.189728,-0.325607,user1
191,1574275398265,-0.344772,-10.208878,-0.612915,user1
192,1574275398281,-0.229843,-10.074799,-0.842758,user1
193,1574275398297,-0.076614,-9.557648,-0.766144,user1
194,1574275398312,-0.019150,-9.385269,0.038315,user1
195,1574275398329,0.134079,-9.653427,0.325607,user1
196,1574275398344,0.440536,-10.074799,0.038315,user1
197,1574275398360,0.823608,-10.400406,-0.095764,user1
198,1574275398376,1.359909,-10.611099,-0.019150,user1
199,1574275398392,1.647217,-10.821793,0.344772,user1
200,1574275398408,1.398209,-11.013321,0.440536,user1
201,1574275398423,0.670380,-11.396408,-0.153229,user1
202,1574275398440,-0.229843,-11.760315,-1.034302,user1
203,1574275398455,-0.076614,-11.549637,-1.379059,user1
204,1574275398471,0.421387,-11.607086,-1.436523,user1
205,1574275398487,0.804459,-11.798630,-1.474823,user1
206,1574275398503,0.593765,-11.683701,-1.379059,user1
207,1574275398518,-0.421387,-11.051636,-1.934509,user1
208,1574275398534,-1.130066,-9.959885,-2.394196,user1
209,1574275398551,-1.359909,-9.193741,-2.585739,user1
210,1574275398566,-1.493988,-8.887283,-1.877060,user1
211,1574275398582,-1.570602,-8.906433,-1.206680,user1
212,1574275398598,-1.493988,-9.174576,-1.704666,user1
213,1574275398614,-2.049438,-9.902420,-2.202667,user1
214,1574275398630,-2.087738,-10.419571,-0.612915,user1
215,1574275398646,-0.881073,-10.534485,0.114929,user1
216,1574275398661,0.555450,-11.262329,-0.766144,user1
217,1574275398676,0.842758,-11.894394,-1.493988,user1
218,1574275398693,-0.095764,-11.109100,-1.704666,user1
219,1574275398709,-1.034302,-9.825806,-1.819595,user1
220,1574275398724,-1.130066,-9.251190,-1.723831,user1
221,1574275398740,-0.842758,-8.504211,-1.225830,user1
222,1574275398756,-0.402222,-8.714890,-1.072601,user1
223,1574275398772,-0.746994,-9.040512,-1.417374,user1
224,1574275398788,-1.130066,-8.925583,-1.877060,user1
225,1574275398804,-1.244980,-8.523361,-1.972824,user1
226,1574275398820,-1.398209,-8.159439,-1.877060,user1
227,1574275398835,-1.570602,-7.987061,-1.589752,user1
228,1574275398851,-1.915359,-7.776367,-1.359909,user1
229,1574275398867,-2.126053,-7.527374,-1.244980,user1
230,1574275398883,-2.126053,-7.431595,-1.570602,user1
231,1574275398898,-1.838745,-7.776367,-1.953674,user1
232,1574275398914,-1.513138,-8.446747,-2.202667,user1
233,1574275398930,-1.206680,-9.193741,-2.777267,user1
234,1574275398946,-0.861908,-9.691727,-3.926498,user1
235,1574275398962,-0.306458,-9.519348,-4.884171,user1
236,1574275398978,0.536301,-9.078812,-5.190628,user1
237,1574275398994,1.608902,-8.868118,-4.577713,user1
238,1574275399009,2.547424,-9.193741,-3.447647,user1
239,1574275399026,3.083725,-9.615112,-2.279282,user1
240,1574275399042,2.528275,-10.266342,-2.662354,user1
241,1574275399057,2.049438,-10.764328,-4.788406,user1
242,1574275399073,2.106903,-10.017334,-6.722916,user1
243,1574275399089,1.857895,-8.197754,-6.761230,user1
244,1574275399105,1.187531,-6.742065,-5.056549,user1
245,1574275399121,0.881073,-6.742065,-2.585739,user1
246,1574275399136,0.268158,-10.113113,-0.172379,user1
247,1574275399153,-0.498001,-15.303741,2.087738,user1
248,1574275399168,-2.260132,-16.338028,1.398209,user1
249,1574275399184,-4.175491,-13.982132,-4.252106,user1
250,1574275399199,-2.164352,-11.932709,-8.389282,user1
251,1574275399216,-0.555450,-10.132263,-3.773254,user1
252,1574275399232,-3.313568,-7.182602,7.623138,user1
253,1574275399247,-6.320694,-6.110001,6.493073,user1
254,1574275399263,-4.960785,-6.799530,2.528275,user1
255,1574275399279,0.746994,-8.848969,2.317581,user1
256,1574275399295,3.428497,-11.319794,1.513138,user1
257,1574275399311,3.505112,-11.951859,1.474823,user1
258,1574275399327,1.034302,-10.860092,0.766144,user1
259,1574275399342,-1.015137,-9.270355,-0.555450,user1
260,1574275399358,-2.145203,-9.040512,-1.838745,user1
261,1574275399374,-1.991974,-8.983047,-1.762131,user1
262,1574275399389,-1.302444,-9.117126,-1.570602,user1
263,1574275399406,-0.287308,-9.270355,-0.804459,user1
264,1574275399422,0.306458,-9.653427,-0.536301,user1
265,1574275399437,0.651230,-10.055649,-0.325607,user1
